Gene	MostFrequentPhenotype	numVariant	numPhenotypes	Date	MostFrequentInterpretation
ANTXR1	Odontotrichomelic syndrome	8	4	aug2014	Pathogenic
C8A	Malignant melanoma	11	5	aug2014	not provided
C8B	Complement component 8 deficiency type 2	8	2	aug2014	Pathogenic
PTPN22	Diabetes mellitus, insulin-dependent, suscept	7	6	aug2014	risk factor
SERPINI1	Familial encephalopathy with neuroserpin incl	6	2	aug2014	Pathogenic
KMT2C	AllHighlyPenetrant	87	3	aug2014	not provided
KMT2B	Malignant melanoma	7	1	aug2014	not provided
KMT2D	AllHighlyPenetrant	213	5	aug2014	not provided
CYP4V2	Bietti crystalline corneoretinal dystrophy	36	3	aug2014	Pathogenic
ZNF711	AllHighlyPenetrant	9	4	aug2014	Likely benign
MAPT	not provided	90	7	aug2014	not provided
ASB10	Glaucoma 1, open angle, F	52	2	aug2014	not provided
GSS	Gluthathione synthetase deficiency	8	3	aug2014	Pathogenic
ASB15	Malignant melanoma	6	2	aug2014	not provided
DHCR7	Smith-Lemli-Opitz syndrome	54	5	aug2014	Pathogenic
CASP10	Autoimmune lymphoproliferative syndrome, type	11	4	aug2014	other
AFG3L2	Spinocerebellar ataxia 28	23	4	aug2014	Pathogenic
NNT	Glucocorticoid deficiency 4	6	1	aug2014	Pathogenic
CD163L1	Malignant melanoma	8	1	aug2014	not provided
FAM19A2	Lung cancer	7	1	aug2014	Uncertain significance
CACNA2D4	not provided	15	5	aug2014	not provided
PDHX	not provided	23	2	aug2014	Benign
PIK3R5	AllHighlyPenetrant	9	4	aug2014	Likely benign
PIK3R1	SHORT syndrome	8	3	aug2014	Pathogenic
PDHB	not provided	11	4	aug2014	Benign
PTPRN2	Lung cancer	21	5	aug2014	Uncertain significance
FAM111A	Gracile bone dysplasia	6	2	aug2014	Pathogenic
IDS	Mucopolysaccharidosis, MPS-II	31	8	aug2014	Pathogenic
TLR6	not provided	7	2	aug2014	not provided
NCAM2	Lung cancer	9	3	aug2014	Uncertain significance
SORL1	Malignant melanoma	9	2	aug2014	not provided
REEP1	Spastic paraplegia 31, autosomal dominant	9	4	aug2014	Pathogenic
DLC1	Lung cancer	11	5	aug2014	Uncertain significance
CECR1	Polyarteritis nodosa	10	2	aug2014	Pathogenic
FUBP1	AllHighlyPenetrant	7	1	aug2014	not provided
CHRNA4	Tobacco use disorder	95	9	aug2014	not provided
CHRNA7	Developmental delay and additional significan	50	17	aug2014	Pathogenic
CHRNA1	Myasthenic syndrome, slow-channel congenital	23	5	aug2014	Pathogenic
CHRNA2	not provided	19	3	aug2014	Benign
COLQ	Endplate acetylcholinesterase deficiency	14	3	aug2014	Pathogenic
CEP152	not provided	21	4	aug2014	Benign
DICER1	AllHighlyPenetrant	30	5	aug2014	not provided
CASC15	Lung cancer	8	1	aug2014	Uncertain significance
ANKRD1	AllHighlyPenetrant	21	2	aug2014	Benign
FLG-AS1	Malignant melanoma	12	1	aug2014	not provided
GLI2	Holoprosencephaly 9	20	5	aug2014	Pathogenic
GLI3	Pallister-Hall syndrome	54	10	aug2014	Pathogenic
GLI1	Malignant melanoma	6	1	aug2014	not provided
FSHR	Ovarian dysgenesis 1	28	6	aug2014	Pathogenic
ZFP57	Transient neonatal diabetes mellitus 1	16	4	aug2014	Pathogenic
PDGFB	Idiopathic basal ganglia calcification 5	10	5	aug2014	Pathogenic
AP5Z1	AllHighlyPenetrant	12	5	aug2014	Likely benign
ORC1	AllHighlyPenetrant	21	4	aug2014	Pathogenic
FOLR1	Cerebral folate deficiency	8	3	aug2014	Pathogenic
FHIT	Lung cancer	15	5	aug2014	Uncertain significance
UGT1A	Crigler Najjar syndrome, type 1	45	9	aug2014	Pathogenic
ELANE	not provided	17	3	aug2014	Pathogenic
NR0B1	Congenital adrenal hypoplasia, X-linked	40	9	aug2014	Pathogenic
SPTLC1	Neuropathy hereditary sensory and autonomic t	10	4	aug2014	Pathogenic
ABCD1	Adrenoleukodystrophy	73	11	aug2014	Pathogenic
CBLB	AllHighlyPenetrant	16	2	aug2014	not provided
ZNF41	AllHighlyPenetrant	6	2	aug2014	Uncertain significance
TRAPPC9	AllHighlyPenetrant	43	6	aug2014	Likely benign
TRAPPC2	Spondyloepiphyseal dysplasia tarda	12	2	aug2014	Pathogenic
PRPH	not provided	26	2	aug2014	not provided
SOBP	AllHighlyPenetrant	8	4	aug2014	Likely benign
TACR3	Hypogonadotropic hypogonadism 11 with or with	11	4	aug2014	not provided
KCNH5	Malignant melanoma	8	2	aug2014	not provided
KCNH7	Lung cancer	9	2	aug2014	Uncertain significance
KCNH1	Lung cancer	8	2	aug2014	Uncertain significance
KCNH2	Congenital long QT syndrome	453	16	aug2014	Pathogenic
PIK3CD	Activated PI3K-delta syndrome	6	2	aug2014	Pathogenic
NDUFAF5	not provided	9	3	aug2014	Benign
NDUFAF4	not provided	6	3	aug2014	Benign
NDUFAF7	not provided	8	2	aug2014	Benign
NDUFAF6	not provided	9	2	aug2014	Benign
NDUFAF1	Mitochondrial complex I deficiency	11	3	aug2014	Pathogenic
FKTN	not provided	56	7	aug2014	Pathogenic
GDAP1	Charcot-Marie-Tooth disease type 2K	25	6	aug2014	Pathogenic
SZT2	Malignant melanoma	9	3	aug2014	not provided
ILDR1	AllHighlyPenetrant	16	3	aug2014	Benign
PRKAR1A	Carney complex, type 1	51	9	aug2014	Pathogenic
NOL4	Lung cancer	6	2	aug2014	Uncertain significance
SAR1B	Chylomicron retention disease	8	1	aug2014	Pathogenic
C19orf12	Neurodegeneration with brain iron accumulatio	12	3	aug2014	Pathogenic
ACRV1	Developmental delay and additional significan	8	5	aug2014	Pathogenic
BIN1	Autosomal recessive centronuclear myopathy	8	4	aug2014	Pathogenic
DPYD	not provided	85	7	aug2014	not provided
DPYS	not provided	26	3	aug2014	not provided
GFAP	not provided	121	4	aug2014	not provided
SPG11	Spastic paraplegia 11, autosomal recessive	114	4	aug2014	Pathogenic
SPRED1	Legius syndrome	28	5	aug2014	Benign
RELN	not provided	95	6	aug2014	Uncertain significance
PRX	AllHighlyPenetrant	28	6	aug2014	Pathogenic
ZMPSTE24	not provided	66	4	aug2014	not provided
TYRP1	Oculocutaneous albinism type 3	10	4	aug2014	Pathogenic
HSD3B2	3 beta-Hydroxysteroid dehydrogenase deficienc	12	2	aug2014	Pathogenic
MTRR	not provided	25	4	aug2014	Benign
SMPD1	not provided	34	6	aug2014	Pathogenic
FOXP2	AllHighlyPenetrant	19	5	aug2014	Uncertain significance
RECQL4	AllHighlyPenetrant	99	6	aug2014	not provided
FOXP1	AllHighlyPenetrant	12	7	aug2014	Pathogenic
ZNF592	Malignant melanoma	9	4	aug2014	not provided
PPOX	Variegate porphyria	15	3	aug2014	Pathogenic
MDGA2	Lung cancer	19	2	aug2014	Uncertain significance
MYCN	Feingold syndrome	8	1	aug2014	Pathogenic
FAM135B	Lung cancer	18	2	aug2014	Uncertain significance
DLD	Maple syrup urine disease, type 3	25	3	aug2014	Pathogenic
SEPN1	Eichsfeld type congenital muscular dystrophy	25	4	aug2014	Pathogenic
TK2	Mitochondrial DNA depletion syndrome 2	42	2	aug2014	Pathogenic
PHLDB2	Malignant melanoma	7	2	aug2014	not provided
LARS	not provided	24	2	aug2014	Benign
MEF2C	Mental retardation, stereotypic movements, ep	16	5	aug2014	Pathogenic
EPHX1	Hypercholanemia, familial	7	6	aug2014	risk factor
ZNF335	AllHighlyPenetrant	25	4	aug2014	Likely benign
TEX15	Malignant melanoma	7	2	aug2014	not provided
CSMD2	Malignant melanoma	18	2	aug2014	not provided
CSMD3	Lung cancer	45	2	aug2014	Uncertain significance
CSMD1	Lung cancer	35	6	aug2014	Uncertain significance
CELSR3	Malignant melanoma	7	4	aug2014	not provided
CYP24A1	Idiopathic hypercalcemia of infancy	7	1	aug2014	Pathogenic
MFN2	Charcot-Marie-Tooth disease, type 2A2	35	4	aug2014	Pathogenic
LOC101927967	Lung cancer	14	1	aug2014	Uncertain significance
BMPER	Diaphanospondylodysostosis	10	3	aug2014	Pathogenic
CLCNKA	not provided	10	3	aug2014	Uncertain significance
CLCNKB	Bartter syndrome type 3	18	5	aug2014	Pathogenic
POR	Antley-Bixler syndrome with genital anomalies	19	4	aug2014	Pathogenic
ST3GAL3	AllHighlyPenetrant	9	4	aug2014	Pathogenic
GALNS	Mucopolysaccharidosis, MPS-IV-A	50	5	aug2014	Pathogenic
NPSR1	Malignant melanoma	9	3	aug2014	not provided
CYP7B1	Spastic paraplegia 5A	16	4	aug2014	Pathogenic
SLC16A2	Allan-Herndon-Dudley syndrome	23	5	aug2014	Pathogenic
CEP135	AllHighlyPenetrant	14	4	aug2014	Likely benign
ARHGAP31	Lung cancer	6	2	aug2014	Uncertain significance
BCKDHB	not provided	79	6	aug2014	Uncertain significance
BCKDHA	not provided	75	5	aug2014	Pathogenic
CACNA1H	AllHighlyPenetrant	27	5	aug2014	Benign
CACNA1A	Episodic ataxia type 2	96	11	aug2014	Pathogenic
CACNA1B	Malignant melanoma	9	7	aug2014	Pathogenic
CACNA1C	not provided	109	12	aug2014	Benign
CACNA1D	not provided	9	5	aug2014	Pathogenic
CACNA1E	Lung cancer	10	2	aug2014	Uncertain significance
CACNA1F	Congenital stationary night blindness, type 2	17	8	aug2014	Pathogenic
CACNA1S	Hypokalemic periodic paralysis 1	18	4	aug2014	Pathogenic
FLCN	not provided	87	9	aug2014	Pathogenic
PQBP1	Renpenning syndrome	10	3	aug2014	Pathogenic
TTC19	Mitochondrial complex III deficiency, nuclear	8	2	aug2014	Pathogenic
EGR2	Charcot-Marie-Tooth disease, type ID	13	5	aug2014	Pathogenic
CHEK2	Neoplastic Syndromes, Hereditary	216	14	aug2014	Uncertain significance
PAX5	AllHighlyPenetrant	16	3	aug2014	not provided
PAX4	AllHighlyPenetrant	12	6	aug2014	Pathogenic
PAX6	Congenital aniridia	40	21	aug2014	Pathogenic
PAX3	Waardenburg syndrome type 1	18	5	aug2014	Pathogenic
PAX2	Renal coloboma syndrome	15	6	aug2014	Pathogenic
PAX9	Tooth agenesis, selective, 3	16	2	aug2014	Pathogenic
PAX8	Thyroid agenesis	8	2	aug2014	Pathogenic
PTPN5	not provided	17	2	aug2014	not provided
DDR2	Spondylometaepiphyseal dysplasia short limb-h	7	3	aug2014	Pathogenic
EPG5	Absent corpus callosum cataract immunodeficie	7	2	aug2014	Pathogenic
AGBL4	Lung cancer	10	2	aug2014	Uncertain significance
AGBL1	Lung cancer	16	3	aug2014	Uncertain significance
MLIP	Malignant melanoma	7	2	aug2014	not provided
C9	Complement component 9 deficiency	10	4	aug2014	Pathogenic
C3	Malignant melanoma	18	7	aug2014	not provided
C2	Malignant melanoma	9	5	aug2014	Pathogenic
DSG1	Keratosis palmoplantaris striata 1	15	3	aug2014	Pathogenic
C7	Complement component 7 deficiency	13	3	aug2014	Pathogenic
C6	Malignant melanoma	17	8	aug2014	Pathogenic
C5	Leiner disease	9	5	aug2014	Pathogenic
EXPH5	Malignant melanoma	7	3	aug2014	not provided
CP	Deficiency of ferroxidase	62	8	aug2014	Pathogenic
KCNJ2	Congenital long QT syndrome	73	13	aug2014	Pathogenic
KCNJ1	Bartter syndrome antenatal type 2	19	4	aug2014	Pathogenic
KCNJ5	not provided	23	5	aug2014	Pathogenic
COL1A2	Osteogenesis imperfecta	86	13	aug2014	Pathogenic
AGPAT2	Congenital generalized lipodystrophy type 1	12	3	aug2014	Pathogenic
COL1A1	Osteogenesis imperfecta	111	17	aug2014	Pathogenic
SEPT12	Spermatogenic failure 10	7	3	aug2014	not provided
PEX10	Peroxisome biogenesis disorder 6A	8	3	aug2014	Pathogenic
PEX13	Peroxisome biogenesis disorder 11A	12	7	aug2014	Pathogenic
PEX12	PEROXISOMAL BIOGENESIS DISORDER 3B	16	4	aug2014	Pathogenic
PEX14	not provided	7	3	aug2014	Uncertain significance
PEX16	Peroxisome biogenesis disorder 8B	6	3	aug2014	Pathogenic
AP3B1	Hermansky Pudlak syndrome 2	10	2	aug2014	Pathogenic
AADAC	Malignant melanoma	7	4	aug2014	Pathogenic
EPCAM	Lynch syndrome	41	6	aug2014	Uncertain significance
COL6A1	AllHighlyPenetrant	128	6	aug2014	Benign
COL6A3	AllHighlyPenetrant	142	7	aug2014	Benign
COL6A2	AllHighlyPenetrant	91	7	aug2014	Benign
SLC34A1	not provided	9	3	aug2014	Uncertain significance
SLC34A3	Autosomal recessive hypophosphatemic bone dis	21	3	aug2014	Pathogenic
SLC34A2	Pulmonary alveolar microlithiasis	7	2	aug2014	Pathogenic
UBR1	Johanson-Blizzard syndrome	9	3	aug2014	Pathogenic
CALN1	Lung cancer	16	4	aug2014	Uncertain significance
CCNO	CILIARY DYSKINESIA, PRIMARY, 29	6	1	aug2014	Pathogenic
CCNH	Global developmental delay	6	3	aug2014	Pathogenic
NCKAP5	Lung cancer	9	2	aug2014	Uncertain significance
LRRK2	Parkinson disease 8, autosomal dominant	135	5	aug2014	Uncertain significance
PTH	Hypocalcemia, autosomal dominant	6	3	aug2014	Pathogenic
ABHD12	Polyneuropathy, hearing loss, ataxia, retinit	9	4	aug2014	Pathogenic
PTS	6-pyruvoyl-tetrahydropterin synthase deficien	11	2	aug2014	Pathogenic
TMPRSS15	Enterokinase deficiency	7	3	aug2014	Pathogenic
ITPR1	AllHighlyPenetrant	13	5	aug2014	Likely benign
IL1RN	Osteomyelitis, sterile multifocal, with perio	10	5	aug2014	Pathogenic
MTTP	Abetalipoproteinaemia	18	4	aug2014	Pathogenic
SNCA	Parkinson disease 1, autosomal dominant	9	5	aug2014	Pathogenic
EBF1	Lung cancer	6	2	aug2014	Uncertain significance
ACAN	Malignant melanoma	14	6	aug2014	not provided
POT1	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY	8	1	aug2014	risk factor
SACS	Spastic ataxia Charlevoix-Saguenay type	25	3	aug2014	Pathogenic
TEK	Multiple Cutaneous and Mucosal Venous Malform	6	2	aug2014	Pathogenic
NBN	Neoplastic Syndromes, Hereditary	183	8	aug2014	Uncertain significance
PDZRN4	Lung cancer	11	2	aug2014	Uncertain significance
PDZRN3	Malignant melanoma	6	2	aug2014	not provided
NUP210L	Malignant melanoma	10	2	aug2014	not provided
HIVEP1	Malignant melanoma	10	2	aug2014	not provided
HADHB	not provided	14	3	aug2014	Pathogenic
HADHA	Mitochondrial trifunctional protein deficienc	20	6	aug2014	Pathogenic
STPG2	Lung cancer	8	2	aug2014	Uncertain significance
AMH	PERSISTENT MULLERIAN DUCT SYNDROME, TYPE I	6	3	aug2014	Pathogenic
ALS2	Infantile-onset ascending hereditary spastic 	23	5	aug2014	Pathogenic
SDHA	AllHighlyPenetrant	30	8	aug2014	Likely benign
SDHC	Paragangliomas 3	18	7	aug2014	Pathogenic
SDHB	Neoplastic Syndromes, Hereditary	65	10	aug2014	Pathogenic
SDHD	Paragangliomas 1	58	12	aug2014	Pathogenic
FLVCR1	Posterior column ataxia with retinitis pigmen	6	2	aug2014	Pathogenic
CCDC141	Malignant melanoma	12	2	aug2014	not provided
L1CAM	not provided	40	8	aug2014	Pathogenic
DLG3	X-Linked mental retardation 90	8	3	aug2014	Pathogenic
DLG2	Lung cancer	35	4	aug2014	Uncertain significance
MT-ATP6	Leighs disease	14	8	aug2014	Pathogenic
PCDH11X	Lung cancer	11	3	aug2014	Uncertain significance
PCDH11Y	Lung cancer	440	2	aug2014	Uncertain significance
IGF1R	Insulin-like growth factor 1 resistance to	8	3	aug2014	Pathogenic
TBX22	Cleft palate with ankyloglossia	12	4	aug2014	Pathogenic
IFNG	not provided	13	6	aug2014	not provided
SLC45A2	Oculocutaneous albinism type 4	10	3	aug2014	Pathogenic
ADRA1B	Lung cancer	6	4	aug2014	Pathogenic
STUB1	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1	8	1	aug2014	Pathogenic
TUBB4A	Leukodystrophy, hypomyelinating, 6	7	2	aug2014	Pathogenic
ARHGAP15	Lung cancer	14	2	aug2014	Uncertain significance
ARHGAP10	not provided	8	2	aug2014	not provided
IL7R	AllHighlyPenetrant	40	5	aug2014	not provided
GABRG3	Lung cancer	12	2	aug2014	Uncertain significance
GABRG2	not provided	34	7	aug2014	Benign
CHKB	Muscular dystrophy, congenital, megaconial ty	9	4	aug2014	Pathogenic
DST	Lung cancer	12	4	aug2014	Uncertain significance
DSP	AllHighlyPenetrant	194	10	aug2014	Uncertain significance
THBD	Thrombophilia due to thrombomodulin defect	10	3	aug2014	Pathogenic
TTC37	Trichohepatoenteric syndrome	8	1	aug2014	Pathogenic
OR4K2	Malignant melanoma	6	1	aug2014	not provided
NELL1	Lung cancer	10	2	aug2014	Uncertain significance
SETX	AllHighlyPenetrant	28	5	aug2014	Pathogenic
CCBE1	Hennekam lymphangiectasia-lymphedema syndrome	9	2	aug2014	Pathogenic
AUH	3-Methylglutaconic aciduria	12	3	aug2014	Pathogenic
ZNF81	AllHighlyPenetrant	12	4	aug2014	Benign
FRMPD4	AllHighlyPenetrant	12	5	aug2014	Uncertain significance
PBRM1	AllHighlyPenetrant	8	1	aug2014	not provided
ERBB2	AllHighlyPenetrant	59	10	aug2014	not provided
TRMU	not provided	22	3	aug2014	Benign
CCDC73	Malignant melanoma	6	1	aug2014	not provided
ERBB4	Malignant melanoma	23	4	aug2014	not provided
GJB1	X-linked hereditary motor and sensory neuropa	32	2	aug2014	Pathogenic
GJB3	AllHighlyPenetrant	18	6	aug2014	Pathogenic
GJB2	Hereditary hearing loss and deafness	142	13	aug2014	Pathogenic
GJB4	Erythrokeratodermia variabilis	6	1	aug2014	Pathogenic
GJB6	AllHighlyPenetrant	20	8	aug2014	Pathogenic
GRIN3A	Malignant melanoma	6	2	aug2014	not provided
RBM20	AllHighlyPenetrant	101	5	aug2014	Uncertain significance
TRIP11	Achondrogenesis, type IA	6	2	aug2014	Pathogenic
IFT172	SHORT-RIB THORACIC DYSPLASIA 10 WITHOUT POLYD	14	4	aug2014	Pathogenic
MT-CO1	Deafness, nonsyndromic sensorineural, mitocho	16	9	aug2014	Pathogenic
MT-CO3	Cytochrome-c oxidase deficiency	7	3	aug2014	Pathogenic
TGM6	Spinocerebellar ataxia 35	9	4	aug2014	Pathogenic
MARCH1	Lung cancer	7	1	aug2014	Uncertain significance
CLSTN2	Malignant melanoma	8	2	aug2014	not provided
MKKS	Bardet-Biedl syndrome 6	23	6	aug2014	Pathogenic
WT1	Drash syndrome	40	9	aug2014	Pathogenic
CDKN2A	Melanoma, cutaneous malignant, 2, susceptibil	78	13	aug2014	Uncertain significance
BARD1	Neoplastic Syndromes, Hereditary	139	4	aug2014	Uncertain significance
CCL2	Congenital human immunodeficiency virus	6	5	aug2014	Pathogenic
HCCS	Microphthalmia syndromic 7	11	5	aug2014	Pathogenic
CYP26B1	Malignant melanoma	8	3	aug2014	not provided
PCDH15	AllHighlyPenetrant	140	10	aug2014	Benign
PCDH19	not provided	37	4	aug2014	Benign
FRY	Lung cancer	6	2	aug2014	not provided
LOC101927314	Lung cancer	8	1	aug2014	Uncertain significance
COL17A1	Adult junctional epidermolysis bullosa	17	3	aug2014	Pathogenic
GRIK2	AllHighlyPenetrant	16	5	aug2014	Likely benign
SGSH	Mucopolysaccharidosis, MPS-III-A	26	4	aug2014	Pathogenic
MSH2	Lynch syndrome	1124	11	aug2014	Pathogenic
MSH6	Lynch syndrome	822	7	aug2014	Uncertain significance
MYOCD	Malignant melanoma	12	3	aug2014	not provided
CD320	not provided	10	2	aug2014	Benign
GPR133	Malignant melanoma	12	3	aug2014	not provided
MFRP	not provided	11	4	aug2014	Pathogenic
CHSY1	Temtamy preaxial brachydactyly syndrome	7	2	aug2014	Pathogenic
PPP1R3A	Malignant melanoma	15	6	aug2014	not provided
PNPLA2	Neutral lipid storage disease with myopathy	11	1	aug2014	Pathogenic
HAL	Histidinemia	7	2	aug2014	Pathogenic
TBXAS1	Ghosal hematodiaphyseal syndrome	8	3	aug2014	Pathogenic
INPP5E	AllHighlyPenetrant	26	4	aug2014	Likely benign
FREM2	Cryptophthalmos syndrome	8	3	aug2014	Pathogenic
FREM1	not provided	22	6	aug2014	not provided
EPB42	Spherocytosis type 5	12	2	aug2014	Pathogenic
EPB41	Elliptocytosis 1	9	5	aug2014	Pathogenic
PNPLA6	Spastic paraplegia 39	12	3	aug2014	Pathogenic
COL12A1	Malignant melanoma	6	1	aug2014	not provided
THSD7B	Malignant melanoma	19	2	aug2014	not provided
RBM8A	Radial aplasia-thrombocytopenia syndrome	9	3	aug2014	Pathogenic
CASK	FG syndrome 4	20	6	aug2014	Pathogenic
KRT6C	not provided	6	4	aug2014	Pathogenic
CASR	Hypocalciuric hypercalcemia, familial, type 1	107	13	aug2014	Pathogenic
COMP	Pseudoachondroplastic spondyloepiphyseal dysp	37	6	aug2014	Pathogenic
ADAM22	Lung cancer	6	2	aug2014	Uncertain significance
ARL6	Bardet-Biedl syndrome 3	10	5	aug2014	Pathogenic
ADAM29	Malignant melanoma	14	2	aug2014	not provided
ADAM28	Malignant melanoma	6	1	aug2014	not provided
TARDBP	Amyotrophic lateral sclerosis type 10	38	2	aug2014	Pathogenic
PALLD	Pancreatic adenocarcinoma	47	3	aug2014	Uncertain significance
C5orf42	Joubert syndrome 17	10	3	aug2014	Pathogenic
GDF3	Microphthalmia, isolated, with coloboma 6	8	5	aug2014	Pathogenic
GDF1	not provided	9	5	aug2014	Pathogenic
GDF6	Klippel-Feil syndrome 1, autosomal dominant	12	4	aug2014	Pathogenic
GDF5	Brachydactyly type C	22	9	aug2014	Pathogenic
CPT1A	Carnitine palmitoyltransferase I deficiency	53	4	aug2014	Pathogenic
MCM6	Lactase persistence	7	3	aug2014	Pathogenic
HEPACAM	Megalencephalic leukoencephalopathy with subc	10	2	aug2014	Pathogenic
USH2A	AllHighlyPenetrant	416	8	aug2014	Benign
CCDC102B	Lung cancer	10	3	aug2014	Uncertain significance
CPT2	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY,	34	7	aug2014	Pathogenic
DSC2	AllHighlyPenetrant	69	6	aug2014	Uncertain significance
DSC3	Malignant melanoma	9	2	aug2014	not provided
DSC1	Malignant melanoma	11	2	aug2014	not provided
PYGL	Glycogen storage disease, type VI	23	3	aug2014	Pathogenic
PYGM	Glycogen storage disease, type V	44	4	aug2014	Pathogenic
SOD1	Amyotrophic lateral sclerosis type 1	37	3	aug2014	Pathogenic
FASLG	Autoimmune lymphoproliferative syndrome	8	6	aug2014	Pathogenic
PMS1	AllHighlyPenetrant	20	1	aug2014	not provided
PMS2	Neoplastic Syndromes, Hereditary	432	6	aug2014	Uncertain significance
GRIP1	Lung cancer	12	3	aug2014	not provided
SLC19A2	Megaloblastic anemia, thiamine-responsive, wi	13	2	aug2014	Pathogenic
SLC19A3	not provided	21	3	aug2014	Benign
VDR	Vitamin D-dependent rickets, type 2	19	3	aug2014	Pathogenic
FOXK2	Developmental delay and additional significan	6	4	aug2014	Uncertain significance
RAX2	AllHighlyPenetrant	7	4	aug2014	Pathogenic
KRT8	not provided	37	5	aug2014	not provided
MED12L	Malignant melanoma	6	2	aug2014	not provided
SLC35A1	not provided	6	4	aug2014	Benign
SLC35A2	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE II	7	2	aug2014	Pathogenic
PGM1	Congenital disorder of glycosylation type 1t	9	1	aug2014	Pathogenic
ASIC2	Lung cancer	15	3	aug2014	Uncertain significance
ABCB11	Progressive familial intrahepatic cholestasis	11	3	aug2014	Pathogenic
PMP22	Hereditary liability to pressure palsies	33	12	aug2014	Pathogenic
HOXD13	Synpolydactyly with foot anomalies	14	7	aug2014	Pathogenic
PDZD7	AllHighlyPenetrant	21	3	aug2014	Benign
TNF	Malaria, cerebral, susceptibility to	13	11	aug2014	risk factor
BEST1	not provided	159	11	aug2014	not provided
BDNF	Bulimia nervosa, age of onset of weight loss 	10	10	aug2014	association
SORCS1	Lung cancer	23	2	aug2014	Uncertain significance
SORCS3	Malignant melanoma	15	2	aug2014	not provided
MAPK1	Developmental delay and additional significan	7	4	aug2014	Pathogenic
ATP8A2	Lung cancer	14	5	aug2014	Uncertain significance
BCOR	AllHighlyPenetrant	42	4	aug2014	not provided
STAT5B	Growth hormone insensitivity with immunodefic	7	3	aug2014	Pathogenic
KCTD1	Scalp ear nipple syndrome	8	1	aug2014	Pathogenic
KCTD7	not provided	17	5	aug2014	Pathogenic
OR10A6	Malignant melanoma	6	1	aug2014	not provided
KCTD8	Lung cancer	11	2	aug2014	Uncertain significance
SERPINA1	PI M1-ALA213	57	56	aug2014	other
SERPINA3	Developmental delay and additional significan	9	8	aug2014	Pathogenic
SERPINA6	Malignant melanoma	7	2	aug2014	not provided
SERPINA7	Thyroxine-binding globulin deficiency, comple	22	10	aug2014	Pathogenic
NRAS	Giant pigmented hairy nevus	24	12	aug2014	other
FOXRED1	not provided	10	3	aug2014	Benign
KCNT2	Lung cancer	10	2	aug2014	not provided
UMOD	Familial juvenile gout	26	6	aug2014	Pathogenic
PACS1	AllHighlyPenetrant	7	3	aug2014	Likely benign
UPF3B	X-linked mental retardation, syndromic 14	6	3	aug2014	Pathogenic
BRAF	Rasopathy	195	19	aug2014	Pathogenic
CTC1	Cerebroretinal microangiopathy with calcifica	21	4	aug2014	Pathogenic
SLC9C2	Malignant melanoma	6	1	aug2014	not provided
HPSE2	Ochoa syndrome	14	2	aug2014	Pathogenic
NTNG1	Malignant melanoma	7	4	aug2014	not provided
ALMS1	Cardiomyopathy	36	4	aug2014	not provided
TAZ	3-Methylglutaconic aciduria type 2	35	4	aug2014	Pathogenic
ATRNL1	Lung cancer	17	2	aug2014	Uncertain significance
STK11	Neoplastic Syndromes, Hereditary	175	9	aug2014	Uncertain significance
ALOXE3	Autosomal recessive congenital ichthyosis 3	11	2	aug2014	Pathogenic
MUC19	Lung cancer	6	2	aug2014	Uncertain significance
MUC16	Malignant melanoma	45	2	aug2014	not provided
IQCH	Malignant melanoma	7	2	aug2014	not provided
ANGPTL3	Hypobetalipoproteinemia, familial, 2	7	1	aug2014	Pathogenic
CTCF	Mental retardation, autosomal dominant 21	6	4	aug2014	Pathogenic
OR2L13	Malignant melanoma	11	2	aug2014	not provided
DSTYK	Renal hypodysplasia, nonsyndromic, 1	6	3	aug2014	risk factor
AGXT	Primary hyperoxaluria, type I	45	10	aug2014	Pathogenic
MYO18B	Malignant melanoma	11	2	aug2014	not provided
COX7B2	Lung cancer	6	1	aug2014	Uncertain significance
NF2	Neurofibromatosis, type 2	28	6	aug2014	Pathogenic
NF1	Neoplastic Syndromes, Hereditary	256	11	aug2014	not provided
CDAN1	Congenital dyserythropoietic anemia, type I	14	1	aug2014	Pathogenic
BLM	Neoplastic Syndromes, Hereditary	137	5	aug2014	Pathogenic
MMACHC	not provided	19	3	aug2014	Pathogenic
BLK	Developmental delay and additional significan	34	12	aug2014	Pathogenic
TCN2	TRANSCOLABAMIN II DEFICIENCY	6	4	aug2014	Pathogenic
ZNF423	Lung cancer	8	4	aug2014	Pathogenic
ATXN2	AllHighlyPenetrant	11	6	aug2014	Likely benign
ATXN3	AllHighlyPenetrant	8	4	aug2014	Likely benign
ATXN1	AllHighlyPenetrant	18	5	aug2014	Likely benign
PTCHD1-AS	Lung cancer	6	1	aug2014	Uncertain significance
TSC1	Tuberous sclerosis syndrome	679	11	aug2014	not provided
P2RY12	Platelet-type bleeding disorder 8	6	2	aug2014	Pathogenic
WBSCR17	Lung cancer	20	2	aug2014	Uncertain significance
LEPR	Malignant melanoma	13	5	aug2014	not provided
CPOX	Coproporphyria	14	3	aug2014	Pathogenic
ALG12	AllHighlyPenetrant	15	3	aug2014	Benign
AHSG	Leanness, susceptibility to	9	6	aug2014	Pathogenic
